id,title,genres_clean,overview,vote_average,vote_count,popularity,release_date,cluster,tagline,poster_url,backdrop_url,runtime,industry
1824,50 First Dates,"Comedy, Romance","Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",6.6,2105,61.437586,2004-02-13,8,Imagine having to win over the girl of your dreams... every friggin' day.,,,120,hollywood
2976,Hairspray,"Family, Comedy, Music, Romance","Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",6.5,709,31.160542,2007-07-13,12,"When you follow your own beat, the world will follow you.",,,120,hollywood
11026,Exorcist: The Beginning,"Horror, Mystery, Thriller","Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",4.7,183,15.761384,2004-08-20,14,Go back to where the horror began.,,,120,hollywood
332,Inspector Gadget,"Action, Adventure, Comedy, Family","John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",4.3,318,17.561955,1999-07-23,14,The greatest hero ever assembled.,,,120,hollywood
75656,Now You See Me,"Thriller, Crime",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,7.3,5487,71.124686,2013-05-29,3,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,https://image.tmdb.org/t/p/w500/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,https://image.tmdb.org/t/p/original/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg,116,hollywood
38365,Grown Ups,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",6.0,1705,38.864027,2010-06-24,4,Boys will be boys. . . some longer than others.,,,120,hollywood
594,The Terminal,"Comedy, Drama","Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",7.0,1910,57.753914,2004-06-17,9,Life is waiting.,,,120,hollywood
15189,Hotel for Dogs,"Comedy, Family","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",5.7,202,13.25753,2009-01-16,13,No stray gets turned away.,,,120,hollywood
11678,Vertical Limit,"Action, Adventure, Thriller","Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",5.9,283,13.318744,2000-12-08,10,The Mountain Will Decide.,,,120,hollywood
6538,Charlie Wilson's War,"Comedy, Drama, History","The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",6.5,338,18.70031,2007-12-19,12,Based on a true story. You think we could make all this up?,,,120,hollywood
10555,Shark Tale,"Animation, Action, Comedy, Family","Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",5.8,1557,47.094369,2004-09-20,8,The story of what happens when one little fish tells a great white lie...,,,120,hollywood
1125,Dreamgirls,Drama,"Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.",6.6,284,14.486311,2006-12-25,0,One Dream Will Change Everything,,,120,hollywood
4551,Be Cool,"Comedy, Crime","Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.",5.4,292,18.61472,2005-03-04,13,Everyone is looking for the next big hit,,,120,hollywood
612,Munich,"Drama, Action, History, Thriller","During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",6.9,696,29.035222,2005-12-22,12,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,,,120,hollywood
9567,Tears of the Sun,"Action, Drama, War","Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",6.4,573,27.055085,2003-03-07,12,He was trained to follow orders. He became a hero by defying them.,,,120,hollywood
37821,Killers,"Action, Comedy, Thriller, Romance","When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",5.7,772,23.004607,2010-06-04,4,Perfect wife. Perfect target.,,,120,hollywood
203801,The Man from U.N.C.L.E.,"Comedy, Action, Adventure","At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",7.1,2265,48.744209,2015-08-13,9,Saving the world never goes out of style.,,,120,hollywood
2539,Spanglish,Comedy,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",5.8,369,14.209329,2004-12-17,13,Every family has a hero.,,,120,hollywood
9297,Monster House,"Animation, Comedy, Family, Fantasy","Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",6.3,874,36.368839,2006-07-21,12,The House is . . . ALIVE!,,,120,hollywood
3172,Bandits,"Action, Comedy, Crime, Romance",Two bank robbers fall in love with the girl they've kidnapped.,6.2,302,24.353302,2001-10-12,4,"Two's company, three's a crime.",,,120,hollywood
6520,First Knight,"Action, Adventure, Drama, Romance","The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",5.9,311,19.143321,1995-07-07,4,Their greatest battle would be for her love.,,,120,hollywood
1439,Anna and the King,"Drama, History, Romance",The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,6.4,197,13.327372,1999-12-16,10,,,,120,hollywood
37958,Immortals,"Fantasy, Action, Drama","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",5.7,880,37.917002,2011-11-10,4,The Gods need a hero.,,,120,hollywood
2026,Hostage,"Mystery, Drama, Thriller, Crime","When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",6.2,512,23.663713,2005-03-09,4,Every Second Counts,,,120,hollywood
7450,Titan A.E.,"Animation, Action, Science Fiction, Family, Adventure","A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.",6.3,313,14.44381,2000-06-16,10,"When Earth Ends, The Adventure Begins.",,,120,hollywood
11375,Hollywood Homicide,"Action, Adventure, Comedy, Thriller","Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",5.0,166,10.605084,2003-06-09,14,,,,120,hollywood
9425,Soldier,"Action, War, Science Fiction","Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",6.1,221,11.873856,1998-10-23,10,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",,,120,hollywood
25769,Carriers,"Action, Drama, Horror, Science Fiction, Thriller","Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.A deadly virus has spread across the globe. Contagion is everywhere, no one is safe and no one can be trusted. Four young attractive people race through the back roads of the American West to the pounding beat of a vacation soundtrack. Their aim is to retreat to secluded utopian beach in the Gulf of Mexico, where they could peacefully wait out the pandemic and survive the apocalyptic disease. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal the fate of each of them in an inexorable and horrifying voyage of hell through a western landscape populated by only the hideous dead or the twisted living.",5.8,282,12.708963,2009-09-04,13,"The rules are simple. You break them, you die...",,,120,hollywood
23685,Monkeybone,"Adventure, Fantasy, Animation, Action, Comedy","After a car crash sends repressed cartoonist Stu Miley (Fraser) into a coma, he and the mischievous Monkeybone, his hilariously horny alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",4.3,78,8.098369,2001-02-23,14,"If It Yells, If It Swings, It's Got To Be Monkeybone!",,,120,hollywood
11866,Flight of the Phoenix,"Action, Adventure, Drama, Thriller","When an Amacor oil rig in the Gobi Desert of Mongolia proves unproductive, Captain Frank Towns and copilot ""A.J."" are sent to shut the operation down. However, on their way to Beijing, a major dust storm forces them to ditch their C-119 Flying Boxcar in an uncharted area of the desert.",5.7,276,20.374308,2004-12-17,4,"Out of the ashes, hope will rise.",,,120,hollywood
9741,Unbreakable,"Science Fiction, Thriller, Drama","An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",6.9,1946,42.006908,2000-11-13,9,Some things are only revealed by accident.,,,120,hollywood
211672,Minions,"Family, Animation, Adventure, Comedy","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",6.4,4571,875.581305,2015-06-17,2,"Before Gru, they had a history of bad bosses",https://image.tmdb.org/t/p/w500/dr02BdCNAUPVU07aOodwPYv6HCf.jpg,https://image.tmdb.org/t/p/original/wKrxeY6lbu7KFBsWVcMH6M8avwr.jpg,91,hollywood
23629,Sucker Punch,"Action, Fantasy, Thriller","A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",5.9,1623,39.127082,2011-03-24,4,You will be unprepared,,,120,hollywood
8688,Snake Eyes,"Crime, Mystery","All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",5.8,327,20.790703,1998-08-07,4,Believe everything except your eyes.,,,120,hollywood
10153,Sphere,Science Fiction,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",5.8,476,18.65988,1998-02-13,4,"A thousand feet beneath the sea, the blackest holes are in the mind...",,,120,hollywood
153518,The Angry Birds Movie,"Family, Animation","An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",5.9,1022,45.720894,2016-05-11,8,Why so angry?,https://image.tmdb.org/t/p/w500/iOH0fEFtV9z9rZp9zmBFGGeWicv.jpg,https://image.tmdb.org/t/p/original/o4mhrLxv6I70kvYA42qANGUF7ya.jpg,97,hollywood
8676,Fool's Gold,"Romance, Comedy, Adventure","Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",5.4,444,21.789615,2008-02-07,4,This February True Love Takes a Dive.,,,120,hollywood
20829,Funny People,"Comedy, Drama","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",5.7,390,20.199057,2009-07-31,4,"George Simmons was prepared to die, but then a funny thing happened.",,,120,hollywood
4349,The Kingdom,"Thriller, Action, Drama",A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,6.5,513,26.123705,2007-08-22,12,How do you stop an enemy who isn't afraid to die?,,,120,hollywood
9718,Talladega Nights: The Ballad of Ricky Bobby,Comedy,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",6.2,491,12.599836,2006-08-04,10,The story of a man who could only count to #1,,,120,hollywood
10808,Dr. Dolittle 2,"Comedy, Family, Romance, Fantasy","Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",4.9,410,13.543053,2001-06-22,14,The doctor is in again.,,,120,hollywood
197,Braveheart,"Action, Drama, History, War","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",7.7,3336,60.722162,1995-05-24,9,Every man dies. Not every man truly lives.,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg,https://image.tmdb.org/t/p/original/1m1c5gIWWkb1FEC9lzsoXHhhs7b.jpg,178,hollywood
25,Jarhead,"Drama, War","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",6.6,765,32.227223,2005-11-04,12,Welcome to the suck.,,,120,hollywood
35,The Simpsons Movie,"Animation, Comedy, Family","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",6.9,2264,46.875375,2007-07-25,9,See our family. And feel better about yours.,,,120,hollywood
11086,The Majestic,"Drama, Romance","Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",6.6,188,11.215702,2001-12-21,0,Sometimes your life comes into focus one frame at a time.,,,120,hollywood
10477,Driven,Action,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",4.5,179,8.468586,2001-04-27,14,Get ready for the race of your life.,,,120,hollywood
1997,Two Brothers,"Adventure, Drama, Family","Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",6.9,180,8.884318,2004-04-07,0,"Two infant tiger cubs, separated from their parents and each other.",,,120,hollywood
6947,The Village,"Drama, Mystery, Thriller","When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",6.2,1071,27.491891,2004-07-30,4,There is no turning back,,,120,hollywood
3050,Doctor Dolittle,"Comedy, Family, Fantasy","A successful physician and devoted family man, John Dolittle (Eddie Murphy) seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",5.4,686,21.462935,1998-06-22,4,He doesn't just talk to the animals!,,,120,hollywood
2675,Signs,"Drama, Thriller, Science Fiction, Mystery",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,6.4,1599,28.848187,2002-08-02,12,It’s not like they didn’t warn us.,,,120,hollywood
809,Shrek 2,"Adventure, Animation, Comedy, Family, Fantasy","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",6.7,2988,47.320801,2004-05-19,8,Once upon another time...,,,120,hollywood
920,Cars,"Animation, Adventure, Comedy, Family","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",6.6,3877,82.643036,2006-06-08,3,Ahhh... it's got that new movie smell.,https://image.tmdb.org/t/p/w500/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,https://image.tmdb.org/t/p/original/sOLgkBKf1gjMRc4yXxM5aciXdfr.jpg,117,hollywood
4806,Runaway Bride,"Comedy, Romance","Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",5.7,455,20.230535,1999-07-30,4,Catch her if you can.,,,120,hollywood
7451,xXx,"Action, Adventure, Thriller","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",5.8,1424,46.217769,2002-08-09,8,A New Breed Of Secret Agent.,,,120,hollywood
228165,The SpongeBob Movie: Sponge Out of Water,"Animation, Adventure, Comedy, Family","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",5.8,719,36.952268,2015-02-05,4,He's leaving his world behind.,,,120,hollywood
3595,Ransom,"Action, Thriller","When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",6.4,470,16.411345,1996-11-08,10,Someone is going to pay.,,,120,hollywood
16869,Inglourious Basterds,"Drama, Action, Thriller, War","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",7.9,6430,72.595961,2009-08-18,3,Once upon a time in Nazi occupied France...,https://image.tmdb.org/t/p/w500/aupnPtagH9JVBuMrGEanf4iqXEQ.jpg,https://image.tmdb.org/t/p/original/hwNtEmmugU5Yd7hpfprNWI0DGIn.jpg,153,hollywood
879,Hook,"Adventure, Fantasy, Comedy, Family","The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",6.6,1532,33.648404,1991-12-11,12,What if Peter Pan grew up?,,,120,hollywood
1573,Die Hard 2,"Action, Thriller","John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",6.6,1896,57.69847,1990-07-02,8,Die Harder,,,120,hollywood
9257,S.W.A.T.,"Action, Thriller, Crime","Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",5.8,770,34.052253,2003-08-08,4,You're either S.W.A.T. or you're not.,,,120,hollywood
1903,Vanilla Sky,"Drama, Mystery, Romance, Science Fiction, Thriller","David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",6.5,1078,27.299301,2001-12-10,12,"Forget everything you know, and open your eyes.",,,120,hollywood
9697,Lady in the Water,"Drama, Thriller, Fantasy, Mystery","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",5.3,409,20.219385,2006-07-21,13,Time is running out for a happy ending.,,,120,hollywood
395,AVP: Alien vs. Predator,"Adventure, Science Fiction, Action","When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",5.5,1217,42.957216,2004-08-12,4,Whoever wins... We lose,,,120,hollywood
23398,Alvin and the Chipmunks: The Squeakquel,"Comedy, Family, Animation, Fantasy, Music","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",5.4,666,29.412262,2009-12-21,4,The Boys are back in town... and they have competition.,,,120,hollywood
10590,We Were Soldiers,"Action, History, War",The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,6.7,521,19.708731,2002-03-01,12,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,,,120,hollywood
117263,Olympus Has Fallen,"Action, Thriller","When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",6.2,2981,59.428223,2013-03-20,8,When our flag falls our nation will rise.,,,120,hollywood
200,Star Trek: Insurrection,"Science Fiction, Action, Adventure, Thriller","When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",6.3,391,19.711951,1998-12-10,10,The battle for paradise has begun.,,,120,hollywood
44943,Battle: Los Angeles,"Action, Science Fiction","The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",5.5,1448,49.199234,2011-03-08,8,It's not war. It's survival.,,,120,hollywood
587,Big Fish,"Adventure, Fantasy, Drama","Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",7.6,1994,46.199482,2003-12-25,9,An adventure as big as life itself.,https://image.tmdb.org/t/p/w500/tjK063yCgaBAluVU72rZ6PKPH2l.jpg,https://image.tmdb.org/t/p/original/bLqUd0tBvKezDr9MEla7k34i3rp.jpg,125,hollywood
10395,Wolf,Fantasy,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,6.0,216,13.758526,1994-06-17,10,The animal is out.,,,120,hollywood
57212,War Horse,"Drama, War","Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",7.0,992,29.505574,2011-12-25,12,Separated by War. Tested by Battle. Bound by Friendship.,,,120,hollywood
152760,The Monuments Men,"War, Drama, History, Action","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",5.8,1523,43.873266,2014-01-24,8,It was the greatest art heist in history,,,120,hollywood
2756,The Abyss,"Adventure, Action, Thriller, Science Fiction","A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",7.1,808,24.961625,1989-08-09,12,"There's everything you've ever known about adventure, and then there's The Abyss.",,,120,hollywood
33909,Wall Street: Money Never Sleeps,"Drama, Crime","As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",5.8,493,23.25645,2010-09-02,4,Gordon never gives up.,,,120,hollywood
49017,Dracula Untold,"Horror, Action, Drama, Fantasy, War","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",6.2,2389,64.457947,2014-10-01,8,Every bloodline has a beginning,https://image.tmdb.org/t/p/w500/m5h3NtZ2ZfryIHl1MvatmANvIqQ.jpg,https://image.tmdb.org/t/p/original/oa0bHsnrD96miW3Yx10HWb211Sj.jpg,92,hollywood
